          18
 BABS3                           -0.0000000000000000     
 BABS2                           -0.0000000000000000     
 AABS2                            1.0000000000000001E-005
 BABS1                           -1.0000000000000001E-005
 AABS1                            1.0000000000000001E-005
 D3                              -2.5999999999999999E-003
 R21                              2.1000000000000001E-004
 R22                              2.1000000000000001E-004
 R23                              2.3000000000000001E-004
 A22                             -3.0000000000000001E-005
 A23                              3.0000000000000001E-005
 D23                              2.5300000000000001E-003
 A3                              -0.0000000000000000     
 A2                              -8.0000000000000007E-005
 R3                               2.2000000000000001E-004
 R2                               2.1000000000000001E-004
 R1                               2.1000000000000001E-004
 RTS                              9.1500000000000001E-003
