          18
 BABS3                            6.9999999999999994E-005
 BABS2                           -0.0000000000000000     
 AABS2                           -1.1000000000000000E-004
 BABS1                           -5.0000000000000002E-005
 AABS1                            1.1000000000000000E-004
 D3                              -1.3500000000000001E-003
 R21                              1.1000000000000000E-004
 R22                              1.0000000000000000E-004
 R23                              1.2000000000000000E-004
 A22                             -3.0000000000000001E-005
 A23                              4.0000000000000003E-005
 D23                              1.2800000000000001E-003
 A3                              -1.0000000000000001E-005
 A2                              -8.0000000000000007E-005
 R3                               1.1000000000000000E-004
 R2                               1.1000000000000000E-004
 R1                               1.0000000000000000E-004
 RTS                              6.3800000000000003E-003
