          18
 BABS3                            2.0000000000000002E-005
 BABS2                           -1.0000000000000001E-005
 AABS2                           -5.0000000000000002E-005
 BABS1                            2.0000000000000002E-005
 AABS1                           -3.0000000000000001E-005
 D3                              -1.7299999999999999E-002
 R21                              7.1000000000000002E-004
 R22                              6.9999999999999999E-004
 R23                              7.2000000000000005E-004
 A22                             -1.0000000000000001E-005
 A23                              5.0000000000000002E-005
 D23                              1.7180000000000001E-002
 A3                              -2.0000000000000002E-005
 A2                              -1.0000000000000000E-004
 R3                               7.1000000000000002E-004
 R2                               6.9999999999999999E-004
 R1                               7.1000000000000002E-004
 RTS                              3.7050000000000000E-002
