          12
 6                               -1.7743492000000000E-002  -7.9333882999999994E-002  -2.3308566999999999E-002
 8                                1.4892370000000000E-003   9.6688720000000002E-003   5.7885599999999999E-003
 1                                4.3121899999999999E-004   1.2419371000000000E-002   1.1623549999999999E-003
 1                                5.3264630000000000E-003   1.2251456000000001E-002   8.6600299999999996E-004
 1                                9.3957500000000000E-004  -5.0116300000000000E-004  -2.8745799999999998E-004
 6                                1.8688957999999999E-002   8.5920246000000006E-002   3.3265330000000003E-002
 6                               -3.1446830000000001E-003  -1.4930494000000001E-002  -9.7636560000000008E-003
 1                               -2.2982710000000002E-003  -1.4718142000000000E-002  -3.4476300000000001E-003
 1                               -4.3232100000000001E-003  -1.4002327000000000E-002  -3.1897309999999999E-003
 1                                5.5717000000000002E-005   4.8499300000000002E-004   3.9995999999999999E-004
 1                                5.0288399999999999E-004   2.0728420000000001E-003  -1.6050660000000000E-003
 1                                7.5601999999999999E-005   6.6822900000000000E-004   1.1989900000000000E-004
