          12
 6                               -1.4648520000000000E-003  -3.3985339999999999E-003  -8.9051400000000002E-004
 8                                1.5458500000000000E-004   2.7051199999999999E-004  -4.3450299999999998E-004
 1                               -2.1181600000000001E-004  -5.1165999999999998E-005  -8.1472999999999997E-005
 1                                5.3478300000000005E-004   3.7625000000000000E-005   6.9564000000000000E-005
 1                                5.3443999999999999E-005  -1.9752999999999999E-004  -1.9123200000000000E-004
 6                                1.1952969999999999E-003   4.2442859999999999E-003   2.9586399999999998E-003
 6                                1.4185900000000001E-004  -5.0141800000000000E-004  -8.7320300000000002E-004
 1                                3.2647000000000001E-005  -3.5004900000000001E-004  -2.1692300000000000E-004
 1                               -3.0914600000000000E-004  -2.7749399999999998E-004  -4.1050599999999999E-004
 1                               -2.1106400000000001E-004   1.1618700000000000E-004   1.5182900000000000E-004
 1                               -3.8679000000000000E-005   5.2580000000000003E-006  -1.0486700000000000E-004
 1                                1.2294199999999999E-004   1.0232100000000000E-004   2.3189000000000001E-005
