          30
 BABS3                           -4.0000000000000003E-005
 BABS2                           -4.0000000000000003E-005
 AABS2                            2.1000000000000001E-004
 BABS1                           -6.9999999999999994E-005
 AABS1                           -1.1000000000000000E-004
 A3                              -5.0000000000000001E-004
 A4                               2.5999999999999998E-004
 D3                              -2.0100000000000001E-003
 D4                              -4.8000000000000001E-004
 R21                             -1.7899999999999999E-003
 R22                              3.8999999999999999E-004
 R23                              6.0999999999999997E-004
 R24                              1.1000000000000000E-004
 R25                              3.0000000000000001E-005
 R26                             -3.0000000000000001E-005
 A22                              2.5999999999999998E-004
 A23                             -2.3000000000000001E-004
 A24                              1.1000000000000000E-004
 A25                             -5.9000000000000003E-004
 A26                             -2.1000000000000001E-004
 D23                              2.8600000000000001E-003
 D25                             -8.0000000000000007E-005
 D26                             -4.8999999999999998E-004
 D24                             -1.0000000000000000E-004
 A2                              -4.0999999999999999E-004
 R4                               2.4000000000000001E-004
 R3                               6.0999999999999997E-004
 R2                               4.2999999999999999E-004
 R1                               9.1000000000000000E-004
 RTS                              7.8300000000000002E-003
