          12
 6                               -2.3150900000000001E-003  -9.3212199999999999E-003  -2.2398930000000002E-003
 8                                1.5872000000000000E-004   9.7185299999999995E-004  -6.9445399999999995E-004
 1                               -4.7309700000000001E-004   8.6040900000000002E-004  -1.2522000000000000E-005
 1                                1.0753830000000001E-003   7.2871600000000002E-004   8.1372999999999995E-005
 1                                1.5696600000000000E-004  -2.9645799999999999E-004  -2.1686700000000001E-004
 6                                2.2799920000000002E-003   1.1004208000000000E-002   6.5498850000000001E-003
 6                               -1.6474400000000001E-004  -1.5750470000000000E-003  -1.9740010000000000E-003
 1                                1.2201300000000000E-004  -1.6395200000000000E-003  -6.3274399999999997E-004
 1                               -9.1174900000000000E-004  -1.3027010000000001E-003  -7.2400100000000005E-004
 1                               -1.7037500000000001E-004   1.9017799999999999E-004   9.4940999999999998E-005
 1                                4.7222000000000003E-005   1.8675000000000001E-004  -2.1247700000000001E-004
 1                                1.9475900000000000E-004   1.9283300000000000E-004  -1.9239999999999999E-005
