 Force constants in Cartesian coordinates: 
      5  0.113304D-02 -0.465541D-01  0.397708D-01 -0.963244D-02  0.700358D-01
      6  0.143008D-03  0.831920D-02 -0.524838D+00 -0.138781D-02 -0.755048D-01
      7 -0.272518D+00  0.549140D-03  0.127826D+00  0.446815D-02  0.600831D-03
      8 -0.286184D-04 -0.364323D-01  0.115081D-02  0.680064D-03  0.602987D-02
      9  0.123555D+00 -0.217384D-03 -0.131229D+00  0.296869D-01  0.435612D-03
     10 -0.272157D+00  0.735165D-02 -0.127635D+00  0.442810D-02 -0.550017D-03
     11  0.792719D-02 -0.367584D-01  0.545070D-02 -0.624801D-03  0.605964D-02
     12 -0.123412D+00  0.394124D-02 -0.131210D+00 -0.296554D-01  0.142859D-02
     13  0.431228D-02 -0.158353D-03  0.169071D-02 -0.269258D+00  0.201420D-01
     14 -0.303896D-03  0.466169D-02 -0.543949D-02  0.205167D-01 -0.324694D-01
     15 -0.297481D-01  0.239175D-02 -0.129779D-01 -0.122176D+00  0.135101D-01
     16  0.433101D-02  0.167581D-03 -0.186577D-02 -0.270528D+00 -0.121848D-01
     17  0.316622D-03  0.464457D-02 -0.539741D-02 -0.125722D-01 -0.312414D-01
     18  0.298079D-01  0.139466D-02 -0.129827D-01  0.122717D+00  0.946811D-02
     19  0.452995D-03 -0.827609D-04 -0.411530D-03 -0.296726D-02  0.491424D-03
     20 -0.885619D-04 -0.477879D-02 -0.259035D-01  0.504160D-03  0.281395D-01
     21 -0.102034D-03 -0.619755D-02 -0.100512D-01  0.176095D-03  0.108916D-01
                6             7             8             9            10 
      6  0.803164D+00
      7 -0.197969D-02  0.280752D+00
      8 -0.772639D-03 -0.503024D-03  0.227136D-01
      9 -0.129412D-01 -0.138561D+00 -0.241403D-03  0.137781D+00
     10  0.195280D-02 -0.151737D-01  0.720453D-03 -0.136174D-01  0.280384D+00
     11 -0.839964D-03 -0.915892D-04  0.375223D-02  0.795260D-04 -0.812634D-02
     12 -0.129368D-01  0.136126D-01 -0.377233D-03  0.100119D-01  0.138395D+00
     13 -0.125611D+00  0.102894D-02 -0.493719D-03 -0.216338D-03  0.150042D-02
     14  0.211743D-01 -0.177819D-03 -0.778514D-02 -0.101118D-03  0.133553D-03
     15 -0.129932D+00  0.215821D-03 -0.546904D-03  0.118634D-02  0.927047D-03
     16  0.126397D+00  0.148723D-02 -0.285629D-03 -0.889540D-03  0.104101D-02
     17  0.170171D-01  0.198081D-03  0.114894D-01 -0.801402D-04 -0.114698D-03
     18 -0.129995D+00 -0.911105D-03  0.524319D-03 -0.484822D-02 -0.233359D-03
     19  0.485876D-03 -0.447867D-04 -0.895270D-04  0.428684D-04 -0.232476D-04
     20  0.306068D-01 -0.575619D-03  0.232354D-03  0.124908D-03  0.585397D-03
     21  0.747857D-02 -0.201767D-03  0.263048D-03  0.391788D-04  0.210891D-03
               11            12            13            14            15 
     11  0.230483D-01
     12 -0.489893D-02  0.137759D+00
     13  0.616735D-03  0.884651D-03  0.277647D+00
     14  0.114802D-01 -0.112457D-03 -0.216534D-01  0.299474D-01
     15  0.490948D-03 -0.484994D-02  0.136887D+00 -0.133688D-01  0.136780D+00
     16  0.200460D-03  0.213829D-03 -0.152140D-01 -0.146415D-02  0.133470D-01
     17 -0.779642D-02 -0.106773D-03  0.204206D-02  0.194547D-02 -0.204260D-02
     18 -0.541087D-03  0.118630D-02 -0.134067D-01 -0.159880D-02  0.960810D-02
     19  0.983469D-04 -0.383367D-04 -0.169827D-04  0.294896D-02  0.547729D-03
     20  0.214432D-03  0.125566D-03 -0.495318D-03 -0.778017D-02 -0.434519D-03
     21  0.258805D-03  0.395400D-04 -0.227750D-03 -0.553664D-03  0.185285D-03
               16            17            18            19            20 
     16  0.278989D+00
     17  0.133299D-01  0.286741D-01
     18 -0.137412D+00 -0.882438D-02  0.136846D+00
     19 -0.105532D-03 -0.319973D-02 -0.561478D-03  0.270481D-02
     20  0.236657D-03 -0.771575D-02 -0.422822D-03 -0.166714D-03 -0.831156D-02
     21  0.209693D-03 -0.565750D-03  0.185654D-03 -0.651286D-04 -0.409647D-02
               21 
     21  0.212293D-02
--
 Force constants in Cartesian coordinates: 
                1             2             3             4             5 
      1  0.649202D+00
      2 -0.891053D-02  0.115512D+00
      3 -0.250040D-03 -0.100266D-01  0.827268D+00
      4 -0.113937D+00  0.111824D-02  0.609478D-03  0.647592D+00
      5  0.111874D-02 -0.470154D-01  0.376052D-01 -0.950059D-02  0.739509D-01
      6  0.146768D-03  0.844104D-02 -0.529597D+00 -0.133285D-02 -0.713271D-01
      7 -0.272344D+00  0.540989D-03  0.127789D+00  0.445351D-02  0.549825D-03
      8 -0.232190D-05 -0.366141D-01  0.111237D-02  0.603643D-03  0.605671D-02
      9  0.123460D+00 -0.188466D-03 -0.131188D+00  0.297029D-01  0.411164D-03
     10 -0.271986D+00  0.731761D-02 -0.127602D+00  0.441783D-02 -0.497363D-03
     11  0.786033D-02 -0.369370D-01  0.540088D-02 -0.547572D-03  0.608134D-02
     12 -0.123318D+00  0.395435D-02 -0.131172D+00 -0.296725D-01  0.139911D-02
     13  0.431089D-02 -0.146827D-03  0.177037D-02 -0.269317D+00  0.193639D-01
     14 -0.235933D-03  0.477498D-02 -0.503559D-02  0.197078D-01 -0.328765D-01
     15 -0.297580D-01  0.230899D-02 -0.129780D-01 -0.122268D+00  0.130141D-01
     16  0.432638D-02  0.159113D-03 -0.192974D-02 -0.270548D+00 -0.114864D-01
     17  0.252368D-03  0.476181D-02 -0.499050D-02 -0.118403D-01 -0.316991D-01
     18  0.298155D-01  0.131685D-02 -0.129829D-01  0.122800D+00  0.899943D-02
     19  0.427347D-03 -0.785927D-04 -0.386767D-03 -0.266118D-02  0.451891D-03
     20 -0.826589D-04 -0.448275D-02 -0.240658D-01  0.458726D-03  0.255021D-01
     21 -0.955501D-04 -0.580616D-02 -0.935014D-02  0.160927D-03  0.989816D-02
                6             7             8             9            10 
      6  0.808616D+00
      7 -0.204137D-02  0.280600D+00
      8 -0.711911D-03 -0.501439D-03  0.228716D-01
      9 -0.129512D-01 -0.138483D+00 -0.262939D-03  0.137760D+00
     10  0.201683D-02 -0.151899D-01  0.715552D-03 -0.136167D-01  0.280234D+00
     11 -0.783607D-03 -0.896546D-04  0.373537D-02  0.783306D-04 -0.808483D-02
     12 -0.129475D-01  0.136118D-01 -0.376158D-03  0.100053D-01  0.138318D+00
     13 -0.125793D+00  0.103484D-02 -0.473328D-03 -0.216276D-03  0.150099D-02
     14  0.201589D-01 -0.174051D-03 -0.785368D-02 -0.108400D-03  0.129931D-03
     15 -0.130043D+00  0.215089D-03 -0.530953D-03  0.118450D-02  0.922364D-03
     16  0.126550D+00  0.148893D-02 -0.259477D-03 -0.887810D-03  0.104607D-02
     17  0.160275D-01  0.203883D-03  0.115747D-01 -0.532095D-04 -0.120056D-03
     18 -0.130104D+00 -0.906666D-03  0.516721D-03 -0.484802D-02 -0.232053D-03
     19  0.453250D-03 -0.433399D-04 -0.826290D-04  0.413199D-04 -0.233351D-04
     20  0.281952D-01 -0.529552D-03  0.229357D-03  0.123520D-03  0.539156D-03
     21  0.702622D-02 -0.184433D-03  0.252869D-03  0.378787D-04  0.193232D-03
               11            12            13            14            15 
     11  0.232040D-01
     12 -0.490235D-02  0.137741D+00
     13  0.589886D-03  0.883920D-03  0.277722D+00
     14  0.115666D-01 -0.848121D-04 -0.208176D-01  0.296814D-01
     15  0.482952D-03 -0.484966D-02  0.136994D+00 -0.128948D-01  0.136905D+00
     16  0.180483D-03  0.213571D-03 -0.152424D-01 -0.138343D-02  0.133699D-01
     17 -0.786418D-02 -0.114389D-03  0.196074D-02  0.202407D-02 -0.195570D-02
     18 -0.525501D-03  0.118442D-02 -0.134271D-01 -0.151324D-02  0.961674D-02
     19  0.913534D-04 -0.368090D-04 -0.987129D-05  0.277330D-02  0.524658D-03
     20  0.213871D-03  0.124251D-03 -0.476701D-03 -0.731682D-02 -0.424587D-03
     21  0.249302D-03  0.382580D-04 -0.211807D-03 -0.522126D-03  0.164841D-03
               16            17            18            19            20 
     16  0.279022D+00
     17  0.125533D-01  0.284504D-01
     18 -0.137511D+00 -0.838228D-02  0.136969D+00
     19 -0.923552D-04 -0.300997D-02 -0.538348D-03  0.240273D-02
     20  0.236391D-03 -0.724772D-02 -0.411981D-03 -0.145360D-03 -0.689802D-02
     21  0.194934D-03 -0.531424D-03  0.164975D-03 -0.573038D-04 -0.354062D-02
               21 
     21  0.191797D-02
--
 Force constants in Cartesian coordinates: 
                1             2             3             4             5 
      1  0.649116D+00
      2 -0.889014D-02  0.115732D+00
      3 -0.255711D-03 -0.104249D-01  0.831182D+00
      4 -0.114012D+00  0.111129D-02  0.577995D-03  0.647425D+00
      5  0.111123D-02 -0.474367D-01  0.356252D-01 -0.942757D-02  0.775479D-01
      6  0.148938D-03  0.857508D-02 -0.534184D+00 -0.127712D-02 -0.674152D-01
