          18
 BABS3                            1.0000000000000001E-005
 BABS2                            0.0000000000000000     
 AABS2                            4.0000000000000003E-005
 BABS1                            6.0000000000000002E-005
 AABS1                            5.0000000000000002E-005
 D3                              -3.4000000000000002E-004
 R21                              1.0000000000000001E-005
 R22                              1.0000000000000001E-005
 R23                              3.0000000000000001E-005
 A22                             -4.0000000000000003E-005
 A23                              2.0000000000000002E-005
 D23                              2.5999999999999998E-004
 A3                               0.0000000000000000     
 A2                              -9.0000000000000006E-005
 R3                               3.0000000000000001E-005
 R2                               1.0000000000000001E-005
 R1                               2.0000000000000002E-005
 RTS                              3.0799999999999998E-003
