          12
 6                               -4.2650300000000001E-004  -1.9839500000000000E-004  -9.1104499999999998E-004
 8                                1.1218000000000000E-005  -3.8192500000000003E-004   4.4529100000000000E-004
 1                               -6.7335000000000005E-005  -2.0364499999999999E-004  -2.3774999999999999E-005
 1                                1.8411299999999999E-004  -1.8158399999999999E-004   6.3608999999999994E-005
 1                                1.2147000000000001E-005   2.8359000000000001E-005  -8.5847999999999995E-005
 6                                2.3730600000000001E-004   1.0023810000000001E-003   4.0999700000000000E-004
 6                                1.6325000000000001E-004  -4.9628400000000005E-004   6.7276100000000002E-004
 1                               -7.0369999999999997E-006   1.0643400000000000E-004  -3.7583999999999998E-005
 1                                2.1523000000000000E-005  -4.4107999999999998E-005   4.4684000000000001E-005
 1                                7.1885999999999996E-005   4.5351700000000002E-004  -4.4384300000000003E-004
 1                               -3.2344000000000001E-005  -2.3812200000000001E-004  -2.6527799999999998E-004
 1                               -1.6822500000000001E-004   1.5337099999999999E-004   1.3103200000000000E-004
