          12
 6                               -1.9471999999999999E-005   5.4252000000000002E-005  -1.3847400000000000E-004
 8                                2.8748000000000000E-005   7.9299999999999997E-007   6.6052999999999999E-005
 1                                1.4520000000000000E-006  -2.6519000000000001E-005   3.8084000000000003E-005
 1                               -1.3920999999999999E-005  -1.5136999999999999E-005   1.6426000000000002E-005
 1                                1.7680000000000001E-006  -1.1107000000000001E-005   1.8630999999999998E-005
 6                               -6.8677999999999995E-005  -5.6161000000000000E-005   1.0760999999999999E-004
 6                                1.2962000000000001E-005   2.4117999999999998E-005  -7.1465999999999996E-005
 1                                3.1835000000000003E-005   3.4235000000000000E-005  -6.8994999999999999E-005
 1                                4.0855000000000001E-005   1.6380000000000000E-006  -1.2894999999999999E-005
 1                               -3.2899999999999998E-006   7.0119999999999999E-006   1.2075999999999999E-005
 1                               -8.6209999999999993E-006   9.4099999999999997E-007   1.2928999999999999E-005
 1                               -3.6380000000000002E-006  -1.4064000000000000E-005   2.0023000000000001E-005
