          30
 BABS3                            6.0000000000000002E-005
 BABS2                           -4.0000000000000003E-005
 AABS2                            4.0000000000000003E-005
 BABS1                            9.0000000000000006E-005
 AABS1                           -3.0000000000000001E-005
 A3                              -2.2000000000000001E-004
 A4                               2.4000000000000001E-004
 D3                               8.0000000000000007E-005
 D4                              -1.9000000000000001E-004
 R21                             -1.4999999999999999E-004
 R22                             -2.0000000000000002E-005
 R23                              1.9000000000000001E-004
 R24                              1.8000000000000001E-004
 R25                             -8.0000000000000007E-005
 R26                              1.0000000000000001E-005
 A22                              2.9999999999999997E-004
 A23                              2.9000000000000000E-004
 A24                              5.4000000000000001E-004
 A25                              6.9999999999999994E-005
 A26                              5.0000000000000002E-005
 D23                              2.0000000000000002E-005
 D25                             -1.9000000000000001E-004
 D26                             -1.8000000000000001E-004
 D24                             -6.0000000000000002E-005
 A2                              -1.6000000000000001E-004
 R4                               6.9999999999999994E-005
 R3                               2.9999999999999997E-004
 R2                               4.0000000000000003E-005
 R1                               1.9000000000000001E-004
 RTS                              1.7899999999999999E-003
