          12
 6                               -1.0319249999999999E-003  -2.0482949999999999E-003  -6.6431599999999997E-004
 8                                1.2387900000000000E-004   1.1784800000000000E-004  -2.2605600000000001E-004
 1                               -1.3056600000000001E-004  -1.5031400000000000E-004  -7.0477999999999998E-005
 1                                3.7247700000000002E-004  -9.5364000000000004E-005   6.7875999999999999E-005
 1                                2.6775999999999999E-005  -1.5204699999999999E-004  -1.7000199999999999E-004
 6                                5.6469699999999996E-004   2.6995669999999999E-003   1.9858200000000001E-003
 6                                3.1654099999999999E-004  -3.5195099999999998E-004  -5.3947100000000003E-004
 1                                2.6071000000000002E-005  -1.2085300000000000E-004  -1.7056800000000001E-004
 1                               -1.8250000000000000E-005  -5.8285000000000002E-005  -3.1460499999999997E-004
 1                               -2.6142100000000002E-004   1.2511400000000001E-004   1.3446500000000001E-004
 1                               -6.0405999999999997E-005  -3.5918999999999999E-005  -9.2522000000000006E-005
 1                                7.2125000000000005E-005   7.0499000000000004E-005   5.9857000000000000E-005
