step=0

-0.074052	0.058474	-0.000367	-0.000104	-0.000088	0.000004	-0.000259	-0.426216	0.020213	0.002284	-0.008143	-0.134038	-0.000493	-0.014505	-0.003986	-0.000007	0.000000	-0.000000	0.000000	-0.000000	-0.000000	
0.001229	-0.000966	0.001356	0.000875	-0.003021	0.001524	0.011484	0.006857	-0.001365	0.149725	-0.483780	0.002885	-0.030147	0.001178	-0.240837	0.001327	-0.000000	0.000000	-0.000000	0.000000	0.000000	
0.000127	-0.000290	-0.057989	-0.033083	0.174577	-0.064143	-0.321755	0.000227	0.000011	0.014188	-0.016407	-0.000080	-0.002489	0.000223	-0.105963	-0.000169	0.000000	-0.000000	0.000000	-0.000000	-0.000000	
-0.059047	-0.073472	0.000532	-0.000532	0.000200	0.000126	0.000196	0.426260	-0.027547	-0.007224	0.001114	-0.132072	-0.003841	0.182031	0.005954	-0.000025	-0.000000	0.000000	-0.000000	0.000000	0.000000	
0.000958	0.001176	-0.003328	0.003828	0.009456	0.004618	-0.017875	-0.007100	-0.004346	-0.438728	0.075231	0.002135	-0.249531	-0.003815	0.341037	-0.001100	0.000000	-0.000000	0.000000	-0.000000	-0.000000	
0.000268	0.000539	0.045263	-0.048932	-0.172834	-0.066419	0.315254	-0.000094	-0.000476	-0.032452	-0.000793	-0.000090	-0.096360	0.000263	-0.090540	-0.000194	0.000000	-0.000000	0.000000	-0.000000	-0.000000	
0.128333	-0.102824	-0.136376	-0.102017	-0.062939	0.077434	-0.171176	0.112957	-0.018257	0.002277	0.008004	0.229711	-0.001098	-0.035039	-0.002718	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	
-0.000030	-0.000027	0.000141	0.000127	0.002302	-0.004006	0.005421	-0.018050	-0.465152	-0.008178	0.606961	-0.043052	-0.012220	-0.398213	-0.153716	0.000637	-0.000000	0.000000	-0.000000	0.000000	0.000000	
-0.080087	0.063800	0.080919	0.059750	-0.041842	0.113367	-0.405695	0.378776	-0.038748	0.008153	0.010964	0.429877	-0.004663	-0.049667	-0.033162	-0.000046	0.000000	-0.000000	0.000000	-0.000000	-0.000000	
0.127436	-0.101567	0.137670	0.102363	0.062995	-0.077564	0.171439	0.113166	-0.002903	-0.002389	0.012727	0.230830	0.000630	-0.021874	-0.002380	0.000001	0.000000	-0.000000	0.000000	-0.000000	-0.000000	
-0.004217	0.003412	-0.004446	-0.003285	0.000236	-0.001526	-0.000077	0.014899	0.472117	-0.019893	0.602017	0.033777	-0.011503	0.399104	-0.152064	0.000726	0.000000	-0.000000	0.000000	-0.000000	-0.000000	
0.079604	-0.063083	0.081772	0.060004	-0.041889	0.113403	-0.406397	-0.378002	0.039401	0.007074	0.009796	-0.429682	-0.004519	0.049942	-0.033082	-0.000035	-0.000000	0.000000	-0.000000	0.000000	0.000000	
0.100876	0.126528	-0.100776	0.139381	-0.062726	-0.077629	-0.176017	-0.113664	0.008670	0.014685	0.000472	0.232383	0.001194	0.054450	0.002655	-0.000012	-0.000000	0.000000	-0.000000	0.000000	0.000000	
-0.006438	-0.007991	0.006516	-0.008765	-0.005174	-0.006588	-0.006080	0.018027	0.529477	0.600779	0.097611	0.019405	0.056027	-0.327601	0.124402	-0.000686	-0.000000	0.000000	-0.000000	0.000000	0.000000	
0.063384	0.079015	-0.060266	0.082270	0.041014	0.111702	0.411017	0.379957	0.026832	0.038459	0.007912	-0.429528	-0.015980	-0.035621	-0.025619	-0.000087	0.000000	-0.000000	0.000000	-0.000000	-0.000000	
0.102510	0.129366	0.098894	-0.137530	0.062488	0.077295	0.175444	-0.114891	-0.008674	0.005379	0.003680	0.231935	0.000879	0.065279	0.001665	-0.000011	-0.000000	0.000000	-0.000000	0.000000	0.000000	
0.003135	0.003873	0.003108	-0.004075	-0.007272	-0.009085	-0.012040	-0.013993	-0.514141	0.612404	0.103853	-0.027601	0.057356	0.326209	0.125666	-0.000594	0.000000	-0.000000	0.000000	-0.000000	-0.000000	
-0.064265	-0.080597	-0.058995	0.080985	0.040927	0.111519	0.410030	-0.381173	-0.025751	0.039186	0.009792	0.429967	-0.015822	0.035846	-0.025530	-0.000076	-0.000000	0.000000	-0.000000	0.000000	0.000000	
0.000119	0.000252	0.000016	-0.000004	-0.000208	0.000014	0.000528	0.002282	0.046472	-0.002906	-0.000629	-0.006613	0.013348	-0.640885	-0.006012	0.000129	0.000001	-0.000000	0.000000	-0.000000	-0.000000	
0.000002	0.000009	0.001485	-0.000232	-0.012298	0.000011	0.034830	-0.000044	-0.002594	-0.187873	-0.000697	0.000148	0.875401	0.009599	-0.290037	-0.000865	0.000000	-0.000000	0.000000	-0.000000	-0.000000	
0.000000	0.000005	0.000482	-0.000007	-0.004225	0.000529	0.013480	-0.000016	-0.000126	-0.029851	0.020884	-0.000047	0.382076	-0.002179	0.795451	0.001494	-0.000000	0.000000	-0.000000	0.000000	0.000000	

step=1

-0.074297	0.058173	-0.000368	-0.000101	-0.000087	0.000004	-0.000259	-0.426051	0.021653	0.002136	-0.008197	-0.134032	-0.000346	-0.014335	-0.003962	0.000009	0.000002	-0.000000	0.000000	0.000000	-0.000000	
0.001233	-0.000961	0.001345	0.000863	-0.002912	0.001509	0.011781	0.006870	-0.001276	0.138856	-0.487159	0.002887	-0.021306	0.001113	-0.239746	0.000008	0.000002	-0.000000	0.000000	0.000000	-0.000000	
0.000128	-0.000289	-0.058161	-0.032657	0.174196	-0.064065	-0.324412	0.000235	0.000035	0.013730	-0.016986	-0.000080	0.003538	0.000191	-0.106261	-0.000001	-0.000000	0.000000	-0.000000	-0.000000	0.000000	
-0.058742	-0.073726	0.000533	-0.000543	0.000205	0.000129	0.000187	0.426055	-0.029665	-0.007112	0.001292	-0.132016	-0.004099	0.183003	0.005795	-0.000045	-0.000002	0.000000	-0.000000	-0.000000	0.000000	
0.000951	0.001177	-0.003461	0.004052	0.009761	0.004829	-0.018562	-0.007143	-0.004682	-0.433190	0.084686	0.002056	-0.263540	-0.003789	0.333726	-0.000006	-0.000001	0.000000	-0.000000	-0.000000	0.000000	
0.000271	0.000547	0.044801	-0.049249	-0.172372	-0.066499	0.317363	-0.000103	-0.000512	-0.033390	-0.000292	-0.000094	-0.097023	0.000229	-0.093161	-0.000001	-0.000000	0.000000	-0.000000	-0.000000	0.000000	
0.128763	-0.102295	-0.137158	-0.100982	-0.063114	0.077457	-0.170146	0.112900	-0.018983	0.002559	0.007792	0.229636	-0.001027	-0.035079	-0.002763	0.000009	0.000001	-0.000000	0.000000	0.000000	-0.000000	
-0.000040	-0.000029	0.000149	0.000131	0.002316	-0.003994	0.004802	-0.018541	-0.463108	0.004636	0.606795	-0.044659	-0.008299	-0.399274	-0.154005	-0.000058	0.000001	-0.000000	0.000000	0.000000	-0.000000	
-0.080344	0.063457	0.081370	0.059134	-0.042379	0.113440	-0.404781	0.378701	-0.040546	0.008613	0.010338	0.429811	-0.003046	-0.049791	-0.033416	0.000010	0.000001	-0.000000	0.000000	0.000000	-0.000000	
0.127859	-0.101041	0.138456	0.101318	0.063171	-0.077587	0.170395	0.113122	-0.003698	-0.002315	0.012913	0.230810	0.000692	-0.021881	-0.002333	0.000011	0.000001	-0.000000	0.000000	0.000000	-0.000000	
-0.004220	0.003396	-0.004463	-0.003245	0.000246	-0.001504	-0.000643	0.015386	0.470122	-0.008084	0.602091	0.035449	-0.007712	0.400085	-0.152524	0.000066	0.000001	-0.000000	0.000000	0.000000	-0.000000	
