          30
 BABS3                           -2.0000000000000002E-005
 BABS2                           -0.0000000000000000     
 AABS2                            4.0000000000000003E-005
 BABS1                            4.0000000000000003E-005
 AABS1                            1.0000000000000001E-005
 A3                              -4.4000000000000002E-004
 A4                               2.5999999999999998E-004
 D3                              -4.1200000000000004E-003
 D4                              -5.5999999999999995E-004
 R21                             -2.7799999999999999E-003
 R22                              5.2999999999999998E-004
 R23                              7.7999999999999999E-004
 R24                              1.0000000000000000E-004
 R25                              1.2000000000000000E-004
 R26                             -6.9999999999999994E-005
 A22                              3.8999999999999999E-004
 A23                             -2.0000000000000001E-004
 A24                              6.9999999999999994E-005
 A25                             -1.0800000000000000E-003
 A26                             -2.7000000000000000E-004
 D23                              5.3000000000000000E-003
 D25                             -1.0000000000000000E-004
 D26                             -6.2000000000000000E-004
 D24                             -1.4999999999999999E-004
 A2                              -3.1000000000000000E-004
 R4                               3.4000000000000002E-004
 R3                               7.5000000000000002E-004
 R2                               5.5999999999999995E-004
 R1                               9.1000000000000000E-004
 RTS                              1.1900000000000001E-002
