          12
 6                               -1.3390305999999999E-002  -5.8708535999999999E-002  -1.5328388000000000E-002
 8                                1.1704739999999999E-003   6.3739169999999998E-003   4.3603499999999998E-004
 1                               -3.1741799999999998E-004   7.8853759999999995E-003   7.0309699999999997E-004
 1                                4.1490750000000003E-003   7.6794869999999996E-003   6.1459399999999999E-004
 1                                5.2645199999999995E-004  -5.2025400000000005E-004  -3.4193299999999999E-004
 6                                1.4019568000000000E-002   6.4901749999999994E-002   2.7497351999999999E-002
 6                               -1.9956539999999999E-003  -9.9317769999999993E-003  -7.1450220000000000E-003
 1                               -1.2150259999999999E-003  -1.0219478000000001E-002  -2.7626750000000000E-003
 1                               -3.3370940000000001E-003  -9.5437370000000001E-003  -2.6484120000000002E-003
 1                               -7.8787000000000003E-005   3.5560300000000002E-004   2.1332200000000000E-004
 1                                3.1208599999999999E-004   1.2558700000000001E-003  -1.2361449999999999E-003
 1                                1.5663000000000000E-004   4.7177900000000002E-004  -1.8260000000000000E-006
