          30
 BABS3                           -9.0000000000000006E-005
 BABS2                            1.1000000000000000E-004
 AABS2                            1.3999999999999999E-004
 BABS1                            9.0000000000000006E-005
 AABS1                           -1.0000000000000000E-004
 A3                               6.9999999999999999E-004
 A4                               2.3000000000000001E-004
 D3                              -1.5580000000000000E-002
 D4                              -8.0999999999999996E-004
 R21                             -6.5199999999999998E-003
 R22                              5.5999999999999995E-004
 R23                              8.5999999999999998E-004
 R24                              1.0000000000000001E-005
 R25                              4.2999999999999999E-004
 R26                             -2.2000000000000001E-004
 A22                              1.4300000000000001E-003
 A23                              4.4999999999999999E-004
 A24                              3.5000000000000000E-004
 A25                             -3.5999999999999999E-003
 A26                             -4.0000000000000003E-005
 D23                              1.8239999999999999E-002
 D25                             -1.6000000000000001E-004
 D26                             -8.4999999999999995E-004
 D24                             -2.7000000000000000E-004
 A2                               1.0499999999999999E-003
 R4                               6.4999999999999997E-004
 R3                               6.4999999999999997E-004
 R2                               5.8000000000000000E-004
 R1                              -9.0000000000000006E-005
 RTS                              4.0570000000000002E-002
