          12
 6                               -2.0790330000000001E-003  -5.4659770000000003E-003  -1.3462789999999999E-003
 8                                1.7619000000000001E-004   4.9152500000000003E-004  -5.7883100000000003E-004
 1                               -3.0711200000000001E-004   1.4187800000000001E-004  -1.0125400000000000E-004
 1                                8.0488200000000004E-004   3.5427800000000003E-004   1.1767900000000000E-004
 1                                8.9330000000000000E-005  -2.2309000000000001E-004  -2.1151199999999999E-004
 6                                1.7477070000000000E-003   6.6896769999999998E-003   4.3918000000000004E-003
 6                                1.2540100000000000E-004  -9.4083899999999995E-004  -1.3481190000000001E-003
 1                                1.0726000000000000E-005  -8.4776000000000003E-004  -3.7327600000000002E-004
 1                               -5.0364799999999999E-004  -5.4838200000000004E-004  -5.7096100000000004E-004
 1                               -2.2331200000000001E-004   1.5303600000000000E-004   1.3248300000000000E-004
 1                               -1.9269999999999999E-006   6.4765999999999996E-005  -1.4766900000000001E-004
 1                                1.6079500000000001E-004   1.3088900000000000E-004   3.5939000000000003E-005
