          30
 BABS3                            3.0000000000000001E-005
 BABS2                            4.0000000000000003E-005
 AABS2                           -3.0000000000000001E-005
 BABS1                            5.5000000000000003E-004
 AABS1                           -1.0000000000000000E-004
 A3                              -3.6000000000000002E-004
 A4                               2.9000000000000000E-004
 D3                              -1.1999999999999999E-003
 D4                              -3.6999999999999999E-004
 R21                             -1.1299999999999999E-003
 R22                              2.0000000000000001E-004
 R23                              4.6000000000000001E-004
 R24                              1.8000000000000001E-004
 R25                             -3.0000000000000001E-005
 R26                             -1.0000000000000001E-005
 A22                              2.9999999999999997E-004
 A23                             -5.0000000000000002E-005
 A24                              2.9000000000000000E-004
 A25                             -2.7999999999999998E-004
 A26                             -1.1000000000000000E-004
 D23                              1.4300000000000001E-003
 D25                             -1.4999999999999999E-004
 D26                             -3.8999999999999999E-004
 D24                             -1.6000000000000001E-004
 A2                              -4.4000000000000002E-004
 R4                               1.7000000000000001E-004
 R3                               5.5999999999999995E-004
 R2                               2.4000000000000001E-004
 R1                               7.9000000000000001E-004
 RTS                              5.3200000000000001E-003
